# DEVELOPMENT-ONLY SYNTHETIC PLACEHOLDER — NOT REAL DATA. For pipeline validation only. Safe to delete/replace.
Year,Quarter,Period,quarter_num,time_index,Company,Ticker,Sector,Sales,Expenses,Operating Profit,Net Profit,Total Assets,Equity,Borrowings,Total Liabilities,CFO,CFI,CFF,Net Cash Flow,is_synthetic_company,source
2024,Q4,Q4 2024,4,8099,SYN Banking 109,SYNBAN109,Banking,65718.92,47903.05,17815.87,14148.78,263436.09,151296.26,73023.66,112139.83,17030.22,-10876.43,-3221.92,2931.87,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 109,SYNBAN109,Banking,65902.16,48244.55,17657.61,15512.32,260108.09,143220.34,73318.13,116887.74,16746.35,-10736.88,-3100.89,2908.58,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 109,SYNBAN109,Banking,66148.56,49752.17,16396.4,13740.64,219033.64,113813.55,65329.76,105220.09,17657.69,-11216.34,-3239.18,3202.16,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 109,SYNBAN109,Banking,66219.53,50480.13,15739.41,13311.33,219138.33,109869.62,58164.22,109268.71,15702.73,-9686.66,-2774.98,3241.09,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 109,SYNBAN109,Banking,67903.02,51791.05,16111.97,14202.41,245203.13,113890.61,73169.49,131312.53,16485.94,-10447.32,-2887.16,3151.46,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 110,SYNBAN110,Banking,80366.32,61606.47,18759.85,14045.22,311545.43,127008.6,141116.4,184536.83,18684.54,-8329.0,-3736.91,6618.64,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Banking 110,SYNBAN110,Banking,84221.67,66261.63,17960.04,13077.55,327151.15,128514.41,167898.15,198636.74,17910.46,-8319.91,-3827.66,5762.89,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Banking 110,SYNBAN110,Banking,82628.17,63006.15,19622.02,14630.24,339671.7,120709.15,176542.44,218962.55,18410.17,-8108.3,-3960.88,6340.98,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Banking 110,SYNBAN110,Banking,82626.02,63493.74,19132.28,13732.62,332495.92,130559.42,172367.93,201936.5,19223.22,-8489.4,-4005.36,6728.46,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 110,SYNBAN110,Banking,86051.08,66195.81,19855.26,12814.82,345601.61,129630.06,181756.86,215971.55,19198.73,-8790.04,-3571.15,6837.53,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 110,SYNBAN110,Banking,89187.5,68186.64,21000.87,13440.23,345485.51,131938.85,181161.31,213546.66,21796.45,-10185.46,-4102.74,7508.25,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 110,SYNBAN110,Banking,90056.77,70669.29,19387.49,13331.87,370724.77,166255.96,191552.02,204468.81,17917.29,-8758.9,-3461.02,5697.37,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 110,SYNBAN110,Banking,87175.61,67629.23,19546.38,13997.08,362166.73,167938.63,174237.94,194228.1,18972.97,-8689.14,-3616.5,6667.33,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 111,SYNBAN111,Banking,49962.74,38234.88,11727.86,8795.9,199824.7,89117.7,84658.29,110707.0,12280.67,-7026.42,-3041.15,2213.1,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Banking 111,SYNBAN111,Banking,51200.52,38214.1,12986.42,9632.81,213913.57,95245.02,90951.54,118668.55,13495.03,-8823.06,-3069.54,1602.43,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Banking 111,SYNBAN111,Banking,52772.5,38461.9,14310.6,10556.73,230190.07,102492.3,104622.84,127697.78,17098.05,-10716.73,-3812.9,2568.42,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Banking 111,SYNBAN111,Banking,53501.61,39051.3,14450.31,11687.08,247837.16,95654.29,124894.19,152182.87,18091.67,-11300.08,-4808.08,1983.5,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 111,SYNBAN111,Banking,54648.81,40151.99,14496.82,12531.45,240924.31,92425.23,113706.33,148499.08,18514.97,-11764.94,-5043.01,1707.02,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 111,SYNBAN111,Banking,54472.49,40647.14,13825.35,11248.36,251250.69,108666.18,109558.57,142584.52,17480.69,-11069.6,-4447.24,1963.85,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 111,SYNBAN111,Banking,54844.98,42603.24,12241.75,10334.32,221069.6,93309.45,108324.71,127760.15,15691.44,-10705.94,-4047.23,938.26,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 111,SYNBAN111,Banking,56557.54,45003.02,11554.52,9320.65,246875.2,110221.94,117559.92,136653.26,15007.15,-11004.17,-3545.09,457.89,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 112,SYNBAN112,Banking,122393.78,98196.16,24197.62,18148.22,3486214.04,1255051.41,1706183.18,2231162.63,67528.23,-40507.31,-13485.33,13535.59,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Banking 112,SYNBAN112,Banking,127896.93,99475.3,28421.63,20028.02,3949918.84,1404683.01,1974371.27,2545235.83,82779.65,-55375.24,-18248.82,9155.6,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Banking 112,SYNBAN112,Banking,132466.02,107506.29,24959.73,18850.26,4146257.06,1360097.72,2033569.25,2786159.34,64386.06,-43291.8,-14435.7,6658.55,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Banking 112,SYNBAN112,Banking,137007.56,114318.67,22688.89,18466.25,4250979.09,1472294.34,2087359.2,2778684.75,58749.97,-40813.09,-12645.64,5291.24,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 112,SYNBAN112,Banking,138334.57,114075.59,24258.98,21461.84,4298521.3,1454493.01,2192635.74,2844028.28,62332.5,-36363.93,-13201.65,12766.91,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 112,SYNBAN112,Banking,140871.28,116177.89,24693.39,19423.33,4307727.46,1494650.12,2238045.24,2813077.34,70790.91,-43324.48,-16990.72,10475.72,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 112,SYNBAN112,Banking,141470.4,118823.91,22646.49,16170.97,3986228.91,1379168.49,2197075.74,2607060.42,64018.44,-38879.05,-15452.0,9687.39,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 112,SYNBAN112,Banking,140511.69,119140.97,21370.72,13870.89,4099946.69,1513148.54,2070060.73,2586798.15,62666.61,-37676.95,-13898.85,11090.81,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Banking 113,SYNBAN113,Banking,84453.54,59875.53,24578.01,17408.17,3087042.39,1461336.51,1243186.85,1625705.88,65200.71,-43980.51,-13296.89,7923.31,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Banking 113,SYNBAN113,Banking,85635.55,62225.11,23410.44,15172.88,3692270.78,1794000.07,1688700.08,1898270.71,59800.34,-38943.33,-12361.04,8495.97,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Banking 113,SYNBAN113,Banking,86460.52,60425.03,26035.49,16459.28,3553222.96,1838216.4,1449591.25,1715006.56,68458.28,-42924.98,-13883.99,11649.31,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Banking 113,SYNBAN113,Banking,85214.53,59802.25,25412.27,15860.61,3405118.62,1849162.02,1269059.39,1555956.6,67879.04,-43105.72,-12694.48,12078.84,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Banking 113,SYNBAN113,Banking,88761.29,62494.42,26266.87,16806.36,3425590.59,1846586.34,1180133.21,1579004.25,74646.18,-51453.01,-15845.64,7347.53,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Banking 113,SYNBAN113,Banking,89884.12,65542.82,24341.3,17491.87,3381969.26,1829139.34,1072832.59,1552829.92,77850.1,-56231.44,-16891.67,4726.99,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Banking 113,SYNBAN113,Banking,93949.21,69040.14,24909.07,17515.33,3537261.09,1998700.69,1154929.94,1538560.39,84198.45,-55950.52,-15839.21,12408.72,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Banking 113,SYNBAN113,Banking,94936.11,68622.35,26313.75,17681.9,3767686.14,1947529.22,1576724.86,1820156.91,84986.27,-51912.32,-15849.95,17224.0,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 001,SYNENE001,Energy,163027.82,144930.21,18097.61,13937.54,589548.69,294774.34,176864.61,294774.34,22221.98,-13333.19,-4285.93,4602.87,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 001,SYNENE001,Energy,166057.27,147752.57,18304.7,13133.04,508721.1,280517.07,131722.78,228204.04,23158.05,-11577.1,-3764.19,7816.75,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 001,SYNENE001,Energy,167449.75,150930.49,16519.27,11360.29,508151.39,265230.09,138260.07,242921.3,21822.84,-10546.48,-4198.38,7077.98,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 001,SYNENE001,Energy,165694.05,149737.77,15956.28,10040.91,399549.16,186587.22,121788.56,212961.94,20035.81,-9596.89,-4150.68,6288.25,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 001,SYNENE001,Energy,161523.33,144272.95,17250.38,10663.52,393436.36,164719.18,159944.92,228717.18,19777.23,-5984.01,-3627.06,10166.16,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 001,SYNENE001,Energy,159664.67,141605.34,18059.33,12726.01,356002.99,158177.89,150231.72,197825.1,23244.6,-7777.62,-4419.38,11047.61,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 001,SYNENE001,Energy,164213.87,146573.15,17640.72,12552.88,477397.4,259885.77,163418.5,217511.62,22597.33,-9958.91,-4354.3,8284.11,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 001,SYNENE001,Energy,168431.48,155194.72,13236.76,10557.65,532860.33,297664.64,172935.72,235195.69,18413.08,-8869.64,-3162.27,6381.17,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 002,SYNENE002,Energy,169595.32,155351.87,14243.46,10179.17,682425.86,289781.22,160584.88,392644.64,20587.85,-12250.78,-3829.89,4507.18,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 002,SYNENE002,Energy,169707.53,155532.18,14175.35,10696.48,668001.28,281523.21,120384.93,386478.07,16752.81,-10847.04,-3333.69,2572.08,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 002,SYNENE002,Energy,169205.48,153817.87,15387.62,11904.48,644074.4,258771.69,128786.03,385302.71,21255.51,-13433.82,-3298.46,4523.23,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 002,SYNENE002,Energy,166607.9,150643.19,15964.7,13973.2,689350.69,290127.01,149406.63,399223.68,23850.08,-13987.64,-3471.17,6391.27,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 002,SYNENE002,Energy,166552.63,151707.72,14844.91,12001.33,710592.22,319662.74,157750.49,390929.48,24609.79,-11973.38,-3215.09,9421.33,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 002,SYNENE002,Energy,169963.56,151616.06,18347.49,15615.69,662112.69,249934.97,180369.09,412177.72,27883.24,-14423.5,-4000.0,9459.75,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 002,SYNENE002,Energy,181253.79,162376.68,18877.1,15905.05,809027.13,324192.37,203500.95,484834.76,30700.18,-17841.36,-4601.1,8257.72,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 002,SYNENE002,Energy,187149.37,167847.79,19301.58,17265.98,878895.81,380020.69,187090.23,498875.12,26618.7,-16996.94,-3782.89,5838.87,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 003,SYNENE003,Energy,174857.65,156617.66,18239.99,13679.99,684607.4,338546.29,158241.57,346061.11,26248.77,-15382.53,-5249.75,5616.48,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 003,SYNENE003,Energy,175005.33,156884.08,18121.24,13221.17,717142.38,346875.86,195865.86,370266.52,27594.47,-14743.6,-5419.71,7431.16,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 003,SYNENE003,Energy,177449.48,158282.28,19167.2,14652.35,768920.3,358707.16,182121.22,410213.14,32723.05,-14330.66,-7051.47,11340.93,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 003,SYNENE003,Energy,178109.68,160387.21,17722.47,13742.27,816935.05,342004.09,207770.07,474930.96,31718.83,-12581.89,-6717.9,12419.04,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 003,SYNENE003,Energy,180257.4,160014.87,20242.53,15557.87,808525.46,324697.22,186952.41,483828.24,38188.77,-14200.03,-9357.1,14631.64,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 003,SYNENE003,Energy,186998.46,166471.21,20527.26,14609.69,851224.34,359471.23,178115.46,491753.11,33218.11,-8224.07,-8271.31,16722.73,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 003,SYNENE003,Energy,185212.97,165804.94,19408.03,12790.05,813027.18,305979.0,186239.78,507048.17,30197.42,-8836.57,-7367.79,13993.07,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 003,SYNENE003,Energy,194797.05,175583.57,19213.47,12251.12,706587.07,253278.77,151875.28,453308.3,30867.54,-10920.99,-6733.57,13212.98,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 004,SYNENE004,Energy,256974.3,232753.66,24220.64,22605.44,1067826.21,533913.1,190970.91,533913.11,36542.7,-18601.76,-7308.54,10632.39,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 004,SYNENE004,Energy,262505.59,233843.33,28662.25,24564.35,981829.18,511090.97,164277.15,470738.21,36818.42,-15179.79,-5977.99,15660.64,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 004,SYNENE004,Energy,268252.13,242789.13,25463.0,22779.93,1163107.81,577105.61,217875.15,586002.19,29778.66,-14072.98,-4689.15,11016.54,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 004,SYNENE004,Energy,263809.78,241243.17,22566.61,20740.95,1377718.22,776435.9,255370.26,601282.33,31795.3,-12371.23,-4860.89,14563.18,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 004,SYNENE004,Energy,264129.25,236488.96,27640.29,25515.07,1553161.32,700307.49,313643.82,852853.83,38038.86,-14769.93,-6409.19,16859.74,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 004,SYNENE004,Energy,274935.98,245075.79,29860.19,24334.89,1620833.43,718474.96,285742.94,902358.47,41830.76,-16963.58,-6534.48,18332.69,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 004,SYNENE004,Energy,286924.28,257171.51,29752.77,25520.51,1584537.7,780178.75,232079.68,804358.95,37815.58,-15142.0,-6888.94,15784.64,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 004,SYNENE004,Energy,290741.1,261157.94,29583.16,24228.88,1537381.69,692889.54,205358.94,844492.15,41520.29,-16465.58,-7583.15,17471.57,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 005,SYNENE005,Energy,283463.84,260156.92,23306.92,17867.88,1822472.64,744877.3,385022.15,1077595.34,43007.9,-25804.74,-11039.34,6163.82,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 005,SYNENE005,Energy,285819.47,261320.48,24498.99,20700.87,1633693.75,786268.54,281250.45,847425.21,34406.71,-17431.92,-9324.01,7650.78,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 005,SYNENE005,Energy,302783.26,279580.46,23202.79,18095.79,1757547.07,815274.79,307788.75,942272.28,35715.83,-17591.89,-10946.05,7177.89,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 005,SYNENE005,Energy,308752.16,286768.53,21983.63,15456.35,1591113.85,662684.86,337784.31,928428.99,25478.91,-13346.68,-7646.48,4485.75,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 005,SYNENE005,Energy,315861.73,288412.4,27449.32,18041.89,1820633.95,799827.67,411257.57,1020806.29,24767.6,-11169.51,-7948.1,5649.99,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 005,SYNENE005,Energy,314202.64,289116.73,25085.91,15820.74,2011689.55,780162.02,529029.43,1231527.53,25425.1,-9615.04,-8131.77,7678.29,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 005,SYNENE005,Energy,320778.36,293339.97,27438.38,18726.54,2050074.42,783598.08,545735.13,1266476.34,32590.13,-12393.48,-9893.76,10302.89,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 005,SYNENE005,Energy,328345.03,303006.94,25338.09,17749.46,2158431.05,780046.34,565876.63,1378384.71,30457.42,-14021.83,-10603.51,5832.09,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 006,SYNENE006,Energy,162399.82,147135.77,15264.05,11448.03,616905.0,293989.9,155224.03,322915.1,19376.33,-11625.8,-3875.27,3875.27,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 006,SYNENE006,Energy,164385.21,148331.1,16054.11,10564.79,544502.72,269667.01,129295.98,274835.71,21317.35,-14621.74,-4233.67,2461.95,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 006,SYNENE006,Energy,167177.85,152463.08,14714.77,9846.15,671854.22,292737.25,178969.5,379116.97,19943.14,-11954.62,-4822.65,3165.88,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 006,SYNENE006,Energy,171177.22,155504.36,15672.87,10278.33,716128.55,303990.66,230581.78,412137.89,22473.58,-14421.43,-5312.35,2739.8,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 006,SYNENE006,Energy,176314.76,158313.8,18000.96,12528.09,757852.89,304093.42,255240.65,453759.47,19748.94,-11908.49,-4730.73,3109.72,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 006,SYNENE006,Energy,176343.76,155650.07,20693.69,17103.73,721430.09,184148.91,304372.71,537281.18,28798.65,-19598.7,-6064.02,3135.93,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 006,SYNENE006,Energy,171054.46,151172.51,19881.95,16582.18,709926.42,192890.76,298730.18,517035.66,31369.95,-16723.33,-6826.16,7820.46,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 006,SYNENE006,Energy,175234.46,153682.75,21551.71,16167.35,651460.83,168746.12,292369.57,482714.71,33609.48,-21201.5,-6449.2,5958.78,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 007,SYNENE007,Energy,163693.31,146744.8,16948.5,12711.38,659639.78,329819.88,197891.94,329819.89,25271.5,-14373.53,-5054.3,5843.66,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 007,SYNENE007,Energy,168247.37,150650.27,17597.1,11972.67,617062.83,351645.55,150370.69,265417.28,23329.54,-10809.57,-5586.13,6933.85,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 007,SYNENE007,Energy,177474.36,158139.44,19334.92,13755.7,705643.24,447148.61,162894.85,258494.64,28040.91,-12244.37,-6188.83,9607.71,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 007,SYNENE007,Energy,174920.24,157354.37,17565.88,14146.4,764770.51,467697.94,141701.71,297072.57,28838.44,-13200.59,-7191.93,8445.92,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 007,SYNENE007,Energy,176882.89,159757.22,17125.67,14941.86,844701.46,447266.67,186989.28,397434.78,33798.82,-19189.31,-7251.16,7358.36,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 007,SYNENE007,Energy,180995.07,165825.23,15169.84,11887.28,973039.21,633289.11,164416.53,339750.1,30460.53,-18933.34,-6339.79,5187.4,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 007,SYNENE007,Energy,188775.13,169449.58,19325.55,10443.68,1072044.31,676889.04,209222.58,395155.27,35964.97,-20761.28,-7779.34,7424.34,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 007,SYNENE007,Energy,194275.16,173435.08,20840.08,12543.54,1194007.72,804692.62,235623.51,389315.1,33622.66,-18680.64,-6515.78,8426.24,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 008,SYNENE008,Energy,244453.89,207072.07,37381.81,28036.36,1075402.53,537701.26,322620.77,537701.27,56657.56,-33994.55,-11331.51,11331.5,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 008,SYNENE008,Energy,244377.04,205998.52,38378.51,29183.24,1251452.29,655551.95,402379.17,595900.34,51195.36,-31717.41,-9213.92,10264.03,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 008,SYNENE008,Energy,236229.22,202529.85,33699.37,27844.58,1160752.23,647414.52,334152.77,513337.71,33518.97,-19669.92,-6689.45,7159.6,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 008,SYNENE008,Energy,237995.86,208669.47,29326.38,21282.31,1114676.54,562325.51,391972.57,552351.03,38321.94,-19226.5,-6063.53,13031.92,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 008,SYNENE008,Energy,243875.82,213692.27,30183.54,22159.22,1244122.81,609786.38,385902.74,634336.43,41537.66,-21242.63,-5706.84,14588.19,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 008,SYNENE008,Energy,248173.19,213861.66,34311.54,28764.59,1219312.26,659780.16,335577.9,559532.1,54084.86,-22124.83,-6198.53,25761.5,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 008,SYNENE008,Energy,244045.97,208192.66,35853.31,26108.16,924227.61,491598.84,272891.89,432628.77,61302.57,-32421.49,-6712.17,22168.92,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 008,SYNENE008,Energy,247107.27,213954.27,33153.0,27161.65,947626.68,426113.29,323787.57,521513.39,58758.86,-37443.59,-8328.8,12986.47,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 009,SYNENE009,Energy,161737.24,137255.3,24481.94,15885.98,1085325.72,542662.86,325597.72,542662.86,35479.42,-19196.46,-7095.88,9187.08,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 009,SYNENE009,Energy,170049.21,142380.11,27669.1,19535.39,1263054.63,620433.6,344836.16,642621.02,43263.92,-27411.66,-8640.93,7211.33,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 009,SYNENE009,Energy,179541.48,152914.51,26626.97,15100.73,1382629.69,758850.6,403087.39,623779.09,45605.74,-29297.09,-9644.29,6664.36,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 009,SYNENE009,Energy,183872.5,153772.4,30100.1,18005.03,1445263.5,789480.44,447037.95,655783.06,50063.05,-32036.28,-9057.42,8969.36,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 009,SYNENE009,Energy,182919.38,153387.71,29531.67,17974.79,1442527.47,805455.26,464322.56,637072.21,57157.54,-33589.53,-12278.53,11289.47,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 009,SYNENE009,Energy,187940.06,159454.99,28485.07,16498.83,1388637.29,664521.95,533777.91,724115.34,52228.85,-30409.89,-10784.73,11034.22,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 009,SYNENE009,Energy,181082.16,150966.51,30115.65,18529.54,1282380.98,679084.56,428889.32,603296.43,47317.49,-25070.11,-9898.71,12348.67,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 009,SYNENE009,Energy,180767.97,154119.91,26648.06,16390.91,1300596.81,644669.7,444242.36,655927.11,34644.96,-18328.95,-6650.97,9665.04,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 010,SYNENE010,Energy,197729.57,175312.73,22416.84,16812.63,1349672.35,626417.25,433953.07,723255.1,35841.8,-21505.08,-7168.36,7168.36,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 010,SYNENE010,Energy,204011.76,180660.27,23351.49,19999.52,1354229.99,663763.13,382974.21,690466.86,39279.9,-20735.28,-7692.32,10852.29,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 010,SYNENE010,Energy,205304.34,178138.11,27166.23,21378.85,1587501.29,817917.58,418653.88,769583.71,53777.87,-32006.47,-11956.3,9815.11,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 010,SYNENE010,Energy,208056.09,180107.16,27948.93,22808.14,1647729.18,979926.87,382078.72,667802.31,56759.55,-26848.4,-10305.03,19606.12,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 010,SYNENE010,Energy,210459.66,176549.03,33910.63,26655.77,1444620.92,774540.12,328720.19,670080.8,64995.25,-26944.64,-14150.01,23900.6,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 010,SYNENE010,Energy,214017.86,180944.41,33073.44,26954.92,1629963.43,903123.15,392862.16,726840.28,57534.51,-26163.96,-14052.46,17318.08,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 010,SYNENE010,Energy,217816.48,183101.52,34714.95,27334.82,1498765.75,898991.58,278177.62,599774.17,61000.91,-22401.73,-15278.93,23320.25,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 010,SYNENE010,Energy,221645.82,189698.8,31947.02,23059.85,1637245.78,899192.92,415424.19,738052.86,55221.88,-24836.76,-11933.55,18451.56,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 011,SYNENE011,Energy,253895.45,222541.92,31353.53,24207.4,1027078.02,513539.01,308123.41,513539.01,45700.39,-28494.46,-9140.08,8065.85,True,synthetic
2024,Q2,Q2 2024,2,8097,SYN Energy 011,SYNENE011,Energy,262972.42,225189.3,37783.12,24743.39,1216167.51,681418.94,377937.97,534748.57,49866.72,-32555.52,-12757.81,4553.39,True,synthetic
2024,Q3,Q3 2024,3,8098,SYN Energy 011,SYNENE011,Energy,268972.52,229897.98,39074.55,18656.49,1326627.53,776708.32,336310.31,549919.21,52392.86,-36570.7,-13803.9,2018.25,True,synthetic
2024,Q4,Q4 2024,4,8099,SYN Energy 011,SYNENE011,Energy,278771.51,240244.43,38527.08,23941.56,1236544.17,698460.31,321692.49,538083.86,49235.28,-33887.87,-10127.77,5219.65,True,synthetic
2025,Q1,Q1 2025,1,8100,SYN Energy 011,SYNENE011,Energy,281774.94,241593.03,40181.91,27257.56,1145954.7,603382.17,260680.64,542572.53,51620.54,-26861.79,-9951.41,14807.34,True,synthetic
2025,Q2,Q2 2025,2,8101,SYN Energy 011,SYNENE011,Energy,284157.23,240863.08,43294.16,29904.34,876757.22,421488.27,235107.72,455268.94,69258.27,-38369.09,-11123.44,19765.74,True,synthetic
2025,Q3,Q3 2025,3,8102,SYN Energy 011,SYNENE011,Energy,287668.84,242298.42,45370.42,34356.62,1003710.79,477109.14,278471.08,526601.66,72766.19,-39409.47,-12629.58,20727.13,True,synthetic
2025,Q4,Q4 2025,4,8103,SYN Energy 011,SYNENE011,Energy,290729.45,243753.97,46975.48,42759.62,1170760.89,502844.13,345843.67,667916.76,78007.05,-47289.1,-17574.42,13143.53,True,synthetic
2024,Q1,Q1 2024,1,8096,SYN Energy 012,SYNENE012,Energy,163139.23,143734.06,19405.16,14553.87,648477.16,311713.58,202058.15,336763.57,26057.87,-15634.72,-5211.57,5211.58,True,synthetic
