Company,Ticker,Sector,Year,Quarter,Period,quarter_num,time_index,source,Sales,Expenses,Operating Profit,Net Profit,Total Assets,Equity,Borrowings,Total Liabilities,CFO,CFI,CFF,Net Cash Flow,is_synthetic_company,CPI_Combined_Index,CPI_Inflation_Rate,WPI,Repo_Rate,Reverse_Repo_Rate,oil_price,exchange_rate,macro_source,macro_is_synthetic
SYN Auto 04,SYNAUT04,Auto,2025,Q2,Q2 2025,2,8101,synthetic,65901.86,58000.53,7901.33,5479.29,238780.58,118083.45,66321.66,120697.13,8701.82,-4676.73,-1712.42,2312.67,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 04,SYNAUT04,Auto,2025,Q3,Q3 2025,3,8102,synthetic,66928.35,58915.68,8012.67,5569.75,237436.88,126286.93,63285.04,111149.95,8592.31,-4872.35,-1678.43,2041.53,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 04,SYNAUT04,Auto,2025,Q4,Q4 2025,4,8103,synthetic,67845.41,59928.42,7916.99,5564.06,239073.82,134317.23,58340.3,104756.59,8465.7,-5218.93,-1692.26,1554.5,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2024,Q1,Q1 2024,1,8096,synthetic,80027.89,70526.52,9501.37,7262.36,270233.62,135116.8,81070.09,135116.82,12032.82,-7219.69,-2406.56,2406.56,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2024,Q2,Q2 2024,2,8097,synthetic,80875.88,71138.0,9737.88,7409.0,282855.97,139427.37,89856.13,143428.6,12453.69,-7397.24,-2523.54,2532.91,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2024,Q3,Q3 2024,3,8098,synthetic,81842.54,71688.88,10153.66,7475.68,288493.05,143331.11,83939.53,145161.94,13658.34,-8429.19,-2836.39,2392.76,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2024,Q4,Q4 2024,4,8099,synthetic,80336.96,70323.61,10013.34,7798.95,287264.98,142945.61,82859.34,144319.37,12849.78,-8068.81,-2644.74,2136.24,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2025,Q1,Q1 2025,1,8100,synthetic,79923.03,69856.15,10066.88,8124.99,270827.58,133584.97,79213.56,137242.61,13253.26,-8754.66,-2733.23,1765.37,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2025,Q2,Q2 2025,2,8101,synthetic,79984.09,69893.46,10090.63,8225.32,278575.56,136980.04,82451.68,141595.52,13153.6,-8995.74,-2655.92,1501.94,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2025,Q3,Q3 2025,3,8102,synthetic,81278.74,71024.75,10253.99,8167.12,286943.85,140028.28,84595.05,146915.57,13341.95,-9244.75,-2773.93,1323.28,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 05,SYNAUT05,Auto,2025,Q4,Q4 2025,4,8103,synthetic,81620.92,71546.66,10074.26,7927.8,278552.69,136555.56,77453.94,141997.14,12694.05,-9255.99,-2545.93,892.13,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2024,Q1,Q1 2024,1,8096,synthetic,90380.61,79650.1,10730.5,8201.85,305192.07,152596.03,91557.63,152596.05,13589.43,-8153.66,-2717.89,2717.89,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2024,Q2,Q2 2024,2,8097,synthetic,91757.44,81246.51,10510.94,8022.89,310510.86,162129.89,89654.63,148380.96,12888.65,-7735.84,-2422.79,2730.02,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2024,Q3,Q3 2024,3,8098,synthetic,96060.69,85227.9,10832.78,8230.04,329109.55,173739.96,94638.66,155369.59,13233.49,-8259.49,-2607.34,2366.66,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2024,Q4,Q4 2024,4,8099,synthetic,101077.05,89161.79,11915.25,8740.88,363086.49,196544.82,98816.37,166541.68,15202.76,-9732.47,-2954.21,2516.08,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2025,Q1,Q1 2025,1,8100,synthetic,109327.61,96193.27,13134.35,9782.05,368415.49,196013.6,101840.75,172401.89,16384.38,-10753.81,-3194.12,2436.44,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2025,Q2,Q2 2025,2,8101,synthetic,116880.25,103132.98,13747.28,10648.81,386882.12,210863.8,103501.27,176018.32,16725.95,-11160.49,-3388.82,2176.64,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2025,Q3,Q3 2025,3,8102,synthetic,117492.74,104093.69,13399.05,9968.79,395803.78,222641.33,102993.12,173162.45,16401.21,-11708.01,-3163.29,1529.91,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 06,SYNAUT06,Auto,2025,Q4,Q4 2025,4,8103,synthetic,118778.86,105219.81,13559.04,10169.93,381150.77,215896.81,101237.48,165253.96,17017.48,-12073.17,-3158.91,1785.41,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2024,Q1,Q1 2024,1,8096,synthetic,39242.48,34583.39,4659.09,3561.17,132511.76,66255.88,39753.53,66255.89,5900.41,-3540.25,-1180.08,1180.08,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2024,Q2,Q2 2024,2,8097,synthetic,39248.23,34654.41,4593.82,3486.4,132063.85,67516.52,38835.44,64547.33,6118.09,-3773.08,-1235.68,1109.32,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2024,Q3,Q3 2024,3,8098,synthetic,40074.97,35319.73,4755.23,3540.66,138201.38,70050.43,39973.49,68150.95,6070.45,-3675.76,-1239.37,1155.32,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2024,Q4,Q4 2024,4,8099,synthetic,41422.96,36404.27,5018.69,3681.36,134308.77,68481.33,37922.15,65827.45,6482.28,-3862.26,-1375.89,1244.13,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2025,Q1,Q1 2025,1,8100,synthetic,42819.96,37610.5,5209.46,3899.19,133438.37,70260.75,34779.07,63177.61,6518.64,-3759.28,-1369.38,1389.99,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2025,Q2,Q2 2025,2,8101,synthetic,42457.85,37174.65,5283.2,3820.55,126426.71,69220.3,30652.87,57206.4,6705.06,-3790.88,-1346.13,1568.04,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2025,Q3,Q3 2025,3,8102,synthetic,40250.86,35207.84,5043.02,3678.58,111464.08,60901.48,26801.93,50562.59,6375.06,-3650.58,-1320.86,1403.62,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 07,SYNAUT07,Auto,2025,Q4,Q4 2025,4,8103,synthetic,39661.92,34613.67,5048.25,3595.85,107598.3,61176.6,25200.16,46421.7,6031.15,-3434.03,-1237.18,1359.94,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2024,Q1,Q1 2024,1,8096,synthetic,101525.95,89472.21,12053.74,9213.27,342827.04,171413.51,102848.12,171413.53,15265.22,-9159.13,-3053.04,3053.04,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2024,Q2,Q2 2024,2,8097,synthetic,104529.54,91718.5,12811.04,8895.92,356651.3,172216.53,110472.35,184434.76,16402.69,-9253.83,-3227.05,3921.81,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2024,Q3,Q3 2024,3,8098,synthetic,106778.37,94023.72,12754.65,8782.68,359874.96,173806.19,110881.31,186068.77,16190.25,-8724.3,-3416.54,4049.4,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2024,Q4,Q4 2024,4,8099,synthetic,109925.8,96663.98,13261.81,8917.15,367322.18,191227.97,102483.41,176094.21,17063.29,-9570.96,-3647.75,3844.57,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2025,Q1,Q1 2025,1,8100,synthetic,118006.82,103781.13,14225.69,9488.48,396517.66,207808.63,111242.73,188709.03,18133.96,-10444.67,-3811.56,3877.73,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2025,Q2,Q2 2025,2,8101,synthetic,129651.88,113875.2,15776.68,11030.67,443738.71,242555.53,115566.48,201183.18,20675.51,-11651.5,-4406.4,4617.61,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2025,Q3,Q3 2025,3,8102,synthetic,137570.39,121248.67,16321.72,12092.72,466048.02,255449.64,123390.47,210598.37,20214.59,-10878.27,-4106.42,5229.9,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 08,SYNAUT08,Auto,2025,Q4,Q4 2025,4,8103,synthetic,143698.1,127462.37,16235.73,12266.79,502343.6,280141.33,134428.02,222202.26,19905.63,-9759.32,-4007.59,6138.72,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2024,Q1,Q1 2024,1,8096,synthetic,71166.64,62717.33,8449.31,6458.22,240311.46,120155.72,72093.44,120155.74,10700.46,-6420.28,-2140.09,2140.09,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2024,Q2,Q2 2024,2,8097,synthetic,72436.79,64086.98,8349.81,6599.42,233110.85,113666.37,73186.41,119444.48,10477.03,-6295.86,-2107.22,2073.95,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2024,Q3,Q3 2024,3,8098,synthetic,75239.65,66797.72,8441.93,6907.88,246761.36,121216.44,78453.55,125544.92,10353.17,-6078.55,-1991.85,2282.77,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2024,Q4,Q4 2024,4,8099,synthetic,78095.98,68982.43,9113.55,7506.7,251989.33,123119.01,81461.84,128870.32,10830.72,-6530.66,-2079.47,2220.59,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2025,Q1,Q1 2025,1,8100,synthetic,81664.16,72188.92,9475.24,7764.48,272576.2,132165.18,90238.85,140411.01,10840.16,-6681.34,-2097.65,2061.17,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2025,Q2,Q2 2025,2,8101,synthetic,82941.02,72912.35,10028.68,7663.24,256953.4,123995.11,86209.03,132958.29,11167.39,-6850.06,-2102.64,2214.69,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2025,Q3,Q3 2025,3,8102,synthetic,86280.49,75986.53,10293.96,7864.51,260991.7,126712.29,92381.18,134279.41,11438.49,-6878.92,-2165.95,2393.62,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 09,SYNAUT09,Auto,2025,Q4,Q4 2025,4,8103,synthetic,92393.9,80889.37,11504.52,8536.03,265344.03,124927.61,96350.89,140416.42,12911.86,-7892.74,-2338.23,2680.88,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2024,Q1,Q1 2024,1,8096,synthetic,109713.48,96687.67,13025.81,9956.27,370474.21,185237.1,111142.27,185237.12,16496.28,-9897.77,-3299.26,3299.26,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2024,Q2,Q2 2024,2,8097,synthetic,115330.67,101344.49,13986.18,10544.21,392265.4,199316.7,110824.48,192948.71,18483.64,-10953.23,-3481.93,4048.48,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2024,Q3,Q3 2024,3,8098,synthetic,118708.3,103449.93,15258.36,11446.01,382254.05,198675.25,106854.5,183578.8,19898.34,-12273.6,-3713.51,3911.23,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2024,Q4,Q4 2024,4,8099,synthetic,122712.28,107496.02,15216.26,11245.77,401257.21,211355.64,107860.04,189901.57,19862.55,-11869.06,-3675.01,4318.49,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2025,Q1,Q1 2025,1,8100,synthetic,118615.74,104276.98,14338.76,10452.58,381141.78,190608.14,104054.88,190533.63,18868.11,-10458.71,-3471.12,4938.28,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2025,Q2,Q2 2025,2,8101,synthetic,114392.99,100467.01,13925.97,9952.36,381626.58,193931.12,104699.98,187695.46,17984.26,-10450.56,-3198.01,4335.69,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2025,Q3,Q3 2025,3,8102,synthetic,112660.55,98282.58,14377.97,9648.55,368770.68,181583.31,105173.51,187187.36,18830.42,-11779.12,-3406.7,3644.6,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Auto 10,SYNAUT10,Auto,2025,Q4,Q4 2025,4,8103,synthetic,109914.37,96401.28,13513.09,9642.84,352910.38,175000.22,98119.79,177910.16,17414.49,-10760.96,-3200.11,3453.42,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2024,Q1,Q1 2024,1,8096,synthetic,45269.85,33513.32,11756.52,8618.71,737008.79,368504.38,251450.08,368504.41,20995.3,-12597.18,-4199.06,4199.07,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2024,Q2,Q2 2024,2,8097,synthetic,46966.56,34709.25,12257.31,9027.42,743931.18,343345.68,292878.58,400585.51,21547.28,-13050.18,-4184.87,4312.23,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2024,Q3,Q3 2024,3,8098,synthetic,50726.56,37643.04,13083.52,9495.92,795236.14,375666.1,310625.56,419570.04,22699.26,-13646.52,-4287.57,4765.17,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2024,Q4,Q4 2024,4,8099,synthetic,53482.41,38923.41,14559.0,10065.1,836387.18,398334.11,328081.4,438053.06,24896.09,-15394.71,-4674.15,4827.23,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2025,Q1,Q1 2025,1,8100,synthetic,55019.0,40119.97,14899.03,10730.92,816389.95,380483.47,324838.79,435906.48,26081.98,-15038.52,-5060.3,5983.17,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2025,Q2,Q2 2025,2,8101,synthetic,56164.23,40194.06,15970.17,10847.87,792989.42,354977.38,334405.91,438012.04,29213.81,-16426.53,-5626.25,7161.03,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2025,Q3,Q3 2025,3,8102,synthetic,58174.29,42180.3,15994.0,10665.78,833248.41,382351.77,350698.26,450896.64,28854.65,-15843.75,-5385.23,7625.67,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Banking 01,SYNBAN01,Banking,2025,Q4,Q4 2025,4,8103,synthetic,57280.02,41254.44,16025.58,10496.29,807573.72,374454.22,349521.68,433119.5,28543.2,-14581.75,-5318.0,8643.46,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2024,Q1,Q1 2024,1,8096,synthetic,110265.81,81629.91,28635.9,20992.97,1795165.61,897582.76,612468.32,897582.85,51139.21,-30683.51,-10227.84,10227.85,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2024,Q2,Q2 2024,2,8097,synthetic,109780.75,82156.13,27624.63,20259.64,1802420.5,896136.28,636990.28,906284.22,50097.36,-31668.19,-10210.45,8218.72,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2024,Q3,Q3 2024,3,8098,synthetic,108138.01,80936.62,27201.39,19898.89,1816319.32,910581.86,659289.37,905737.46,48779.72,-31886.17,-10162.62,6730.93,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2024,Q4,Q4 2024,4,8099,synthetic,109920.32,82445.36,27474.95,20911.35,1783104.67,898170.67,624423.54,884934.01,47950.15,-30478.01,-10180.66,7291.48,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2025,Q1,Q1 2025,1,8100,synthetic,111316.58,84507.55,26809.03,19728.0,1745106.34,899540.9,563354.64,845565.44,46804.03,-30512.6,-10038.92,6252.5,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2025,Q2,Q2 2025,2,8101,synthetic,114938.64,88555.67,26382.97,19455.33,1826096.57,964077.34,576023.24,862019.23,45646.68,-30329.13,-9266.8,6050.76,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2025,Q3,Q3 2025,3,8102,synthetic,117918.77,90294.9,27623.87,19407.15,1876718.83,942653.86,641595.97,934064.98,46338.21,-31197.36,-9430.79,5710.06,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Banking 02,SYNBAN02,Banking,2025,Q4,Q4 2025,4,8103,synthetic,122695.14,94254.97,28440.17,21078.42,1984882.72,929768.63,763826.7,1055114.09,50639.76,-35371.56,-10134.27,5133.93,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2024,Q1,Q1 2024,1,8096,synthetic,48800.41,36127.01,12673.41,9290.87,794487.66,397243.81,271060.52,397243.85,22632.71,-13579.62,-4526.54,4526.55,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2024,Q2,Q2 2024,2,8097,synthetic,51828.26,38810.06,13018.2,10132.04,824895.65,425554.04,283015.55,399341.61,22845.4,-13819.58,-4573.07,4452.75,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2024,Q3,Q3 2024,3,8098,synthetic,56194.66,41911.6,14283.06,10989.41,860842.99,457766.04,295089.5,403076.95,25255.24,-14755.11,-5060.15,5439.98,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2024,Q4,Q4 2024,4,8099,synthetic,61033.26,45492.27,15540.99,12024.73,949304.52,505396.09,323692.76,443908.44,27064.06,-15583.61,-5403.43,6077.01,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2025,Q1,Q1 2025,1,8100,synthetic,64660.62,48839.42,15821.2,12756.28,1017529.18,527984.63,343645.75,489544.55,27032.9,-16237.07,-5593.81,5202.02,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2025,Q2,Q2 2025,2,8101,synthetic,69412.01,52454.32,16957.69,13610.28,1033750.56,518962.78,357906.32,514787.78,29245.48,-16953.65,-5566.4,6725.44,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2025,Q3,Q3 2025,3,8102,synthetic,72677.31,54964.36,17712.95,13787.78,1078396.79,546972.88,371880.42,531423.91,30179.61,-16384.23,-5812.42,7982.96,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Banking 03,SYNBAN03,Banking,2025,Q4,Q4 2025,4,8103,synthetic,75482.0,56093.43,19388.57,14254.98,1153469.23,591707.26,390727.19,561761.97,33276.49,-17056.44,-6709.07,9510.98,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2024,Q1,Q1 2024,1,8096,synthetic,51467.98,38101.81,13366.17,9798.74,837916.56,418958.26,285877.44,418958.3,23869.88,-14321.92,-4773.98,4773.98,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2024,Q2,Q2 2024,2,8097,synthetic,52008.64,37730.14,14278.51,10154.55,853795.0,408426.06,298566.54,445368.94,24000.89,-13920.52,-4554.79,5525.58,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2024,Q3,Q3 2024,3,8098,synthetic,51822.98,37580.26,14242.72,9903.61,851103.99,406425.33,297687.15,444678.66,23931.89,-13392.47,-4428.2,6111.23,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2024,Q4,Q4 2024,4,8099,synthetic,51090.02,36310.02,14780.0,10047.36,847538.79,405742.52,298231.84,441796.27,24670.05,-13352.73,-4488.4,6828.92,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2025,Q1,Q1 2025,1,8100,synthetic,50822.9,36161.33,14661.57,9886.34,853856.33,400262.45,296937.37,453593.88,24396.44,-13319.09,-4384.24,6693.11,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2025,Q2,Q2 2025,2,8101,synthetic,53011.99,37658.78,15353.22,10160.66,838880.56,403046.16,291510.82,435834.4,25525.88,-14456.17,-4592.52,6477.18,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2025,Q3,Q3 2025,3,8102,synthetic,57118.89,40394.87,16724.02,11246.23,921944.44,425119.11,332933.11,496825.33,27993.1,-15648.3,-4989.31,7355.49,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Banking 04,SYNBAN04,Banking,2025,Q4,Q4 2025,4,8103,synthetic,59422.9,40365.05,19057.85,11710.78,930876.38,423997.46,320391.09,506878.92,32806.41,-16962.61,-6031.28,9812.52,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2024,Q1,Q1 2024,1,8096,synthetic,60284.62,44628.78,15655.84,11477.3,981454.58,490727.27,334849.24,490727.31,27958.88,-16775.32,-5591.78,5591.78,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2024,Q2,Q2 2024,2,8097,synthetic,60190.7,44851.03,15339.67,11595.91,1020007.28,538801.1,339831.42,481206.18,28105.92,-17033.45,-5425.16,5647.31,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2024,Q3,Q3 2024,3,8098,synthetic,61466.32,44833.33,16632.99,12039.03,982851.65,516530.86,345594.8,466320.79,30669.05,-16952.71,-5793.44,7922.9,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2024,Q4,Q4 2024,4,8099,synthetic,60372.55,44146.03,16226.52,11604.09,956155.36,508738.73,334664.69,447416.62,30715.2,-17173.24,-6040.72,7501.24,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2025,Q1,Q1 2025,1,8100,synthetic,61027.29,45253.18,15774.11,12077.4,941385.39,497389.95,337979.43,443995.44,30298.44,-15086.08,-5872.23,9340.13,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2025,Q2,Q2 2025,2,8101,synthetic,62124.95,46033.44,16091.51,12721.57,961745.14,509301.42,332519.36,452443.72,32021.07,-15119.44,-6623.69,10277.93,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2025,Q3,Q3 2025,3,8102,synthetic,63075.9,47265.58,15810.32,13472.85,959726.64,508324.24,330879.45,451402.4,31734.63,-15187.28,-6564.06,9983.29,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Banking 05,SYNBAN05,Banking,2025,Q4,Q4 2025,4,8103,synthetic,66693.96,50353.77,16340.19,14471.91,1009718.6,541995.7,352513.57,467722.91,32448.2,-15751.23,-6793.82,9903.15,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Banking 06,SYNBAN06,Banking,2024,Q1,Q1 2024,1,8096,synthetic,134503.36,99573.0,34930.36,25607.44,2189761.32,1094880.61,747095.1,1094880.71,62380.13,-37428.06,-12476.03,12476.04,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
